index,cmdb_type,cmdb,kpi_name,kpi_item,itemid,change_start,po,pu,digest,pmax
126,0,0,41,1,0,0,0.0,0.0,0,0.0
126,0,0,42,0,999999998650827,-1112000,2.5798650177284035,2.5798650177351794,0,2.5798650177351794
126,0,0,43,0,61391039,-808000,0.6065092886975698,1.3600220807421337,0,1.3600220807421337
126,0,0,43,1,0,0,0.0,0.0,0,0.0
126,0,0,44,0,999999998650872,-568000,0.7247833500746285,0.9458051107586647,0,0.9458051107586647
126,0,0,45,0,61391036,-568000,0.6853373680022932,1.038444924583176,0,1.038444924583176
126,0,0,45,1,0,0,0.0,0.0,0,0.0
126,0,0,46,0,999999998650870,-207000,2.736107459154076,0.7932286557602202,0,2.736107459154076
126,0,1,0,0,999999996512612,0,0.0,0.0,1,0.0
126,0,1,1,0,999999996512602,0,0.0,0.0,1,0.0
126,0,1,2,0,999999996512599,0,0.0,0.0,1,0.0
126,0,1,3,0,999999996512584,454000,0.48159912631579177,13.45788168896606,1,13.45788168896606
126,0,1,4,0,0,0,0.0,0.0,1,0.0
126,0,1,5,0,999999996512619,-1227000,1.4933181284496817,0.8314617526196464,1,1.4933181284496817
126,0,1,6,0,999999996512624,0,0.0,0.0,1,0.0
126,0,1,7,0,63148315,-567000,0.8106815768155,0.966981857758911,1,0.966981857758911
126,0,1,7,1,0,0,0.0,0.0,1,0.0
126,0,1,8,0,999999996512625,-267000,0.7602813295023814,2.061430601172879,1,2.061430601172879
126,0,1,9,0,63148343,0,0.0,0.0,1,0.0
126,0,1,9,1,0,0,0.0,0.0,1,0.0
126,0,1,10,0,63148360,0,0.0,0.0,1,0.0
126,0,1,10,1,63148361,0,0.0,0.0,1,0.0
126,0,1,10,2,63148362,0,0.0,0.0,1,0.0
126,0,1,10,3,63148363,0,0.0,0.0,1,0.0
126,0,1,10,4,63148364,0,0.0,0.0,1,0.0
126,0,1,10,5,63148365,0,0.0,0.0,1,0.0
126,0,1,10,6,63148366,0,0.0,0.0,1,0.0
126,0,1,10,7,63148367,0,0.0,0.0,1,0.0
126,0,1,10,8,0,0,0.0,0.0,1,0.0
126,0,1,10,9,0,0,0.0,0.0,1,0.0
126,0,1,10,10,0,0,0.0,0.0,1,0.0
126,0,1,10,11,0,0,0.0,0.0,1,0.0
126,0,1,10,12,0,0,0.0,0.0,1,0.0
126,0,1,10,13,0,0,0.0,0.0,1,0.0
126,0,1,10,14,0,0,0.0,0.0,1,0.0
126,0,1,10,15,0,0,0.0,0.0,1,0.0
126,0,1,11,0,999999996512595,0,0.0,0.0,1,0.0
126,0,1,12,0,999999996512577,0,0.0,0.0,1,0.0
126,0,1,13,0,63148340,0,0.0,0.0,1,0.0
126,0,1,14,0,999999996512615,0,0.0,0.0,1,0.0
126,0,1,15,0,999999996512578,0,0.0,0.0,1,0.0
126,0,1,16,0,999999996512601,-91000,0.5158660852306219,3.168498383992228,1,3.168498383992228
126,0,1,17,0,63148309,-387000,0.8394440498945182,1.5857967400959425,1,1.5857967400959425
126,0,1,17,1,0,0,0.0,0.0,1,0.0
126,0,1,18,0,63148310,-267000,1.6995334473075403,0.6771639320442575,1,1.6995334473075403
126,0,1,18,1,0,0,0.0,0.0,1,0.0
126,0,1,19,0,0,0,0.0,0.0,1,0.0
126,0,1,20,0,63148344,0,0.0,0.0,1,0.0
126,0,1,20,1,63148345,0,0.0,0.0,1,0.0
126,0,1,20,2,63148346,0,0.0,0.0,1,0.0
126,0,1,20,3,63148347,0,0.0,0.0,1,0.0
126,0,1,20,4,63148348,0,0.0,0.0,1,0.0
126,0,1,20,5,63148349,0,0.0,0.0,1,0.0
126,0,1,20,6,63148350,0,0.0,0.0,1,0.0
126,0,1,20,7,63148351,0,0.0,0.0,1,0.0
126,0,1,20,8,0,0,0.0,0.0,1,0.0
126,0,1,20,9,0,0,0.0,0.0,1,0.0
126,0,1,20,10,0,0,0.0,0.0,1,0.0
126,0,1,20,11,0,0,0.0,0.0,1,0.0
126,0,1,20,12,0,0,0.0,0.0,1,0.0
126,0,1,20,13,0,0,0.0,0.0,1,0.0
126,0,1,20,14,0,0,0.0,0.0,1,0.0
126,0,1,20,15,0,0,0.0,0.0,1,0.0
126,0,1,21,0,999999996512568,0,0.0,0.0,1,0.0
126,0,1,22,0,63148314,-387000,0.6455230058177275,1.6441098754377952,1,1.6441098754377952
126,0,1,22,1,0,0,0.0,0.0,1,0.0
126,0,1,23,0,63148307,-267000,1.746326914388091,0.6842393300738131,1,1.746326914388091
126,0,1,23,1,0,0,0.0,0.0,1,0.0
126,0,1,24,0,999999996512630,411000,0.3526313573342298,19.424102226629984,1,19.424102226629984
126,0,1,25,0,63148311,-267000,1.685760173961032,0.6831196596153003,1,1.685760173961032
126,0,1,25,1,0,0,0.0,0.0,1,0.0
126,0,1,26,0,999999996512585,454000,0.48159912631579177,13.45788168896606,1,13.45788168896606
126,0,1,27,0,63148317,-1227000,1.3763564285023808,0.7963458371403996,1,1.3763564285023808
126,0,1,27,1,0,0,0.0,0.0,1,0.0
126,0,1,28,0,63148308,-207000,1.273439112846203,1.0153249899208914,1,1.273439112846203
126,0,1,28,1,0,0,0.0,0.0,1,0.0
126,0,1,29,0,999999996512562,0,0.0,0.0,1,0.0
126,0,1,30,0,999999996512563,463000,0.5222417800168964,4.271707079740779,1,4.271707079740779
126,0,1,31,0,999999996512605,0,0.0,0.0,1,0.0
126,0,1,32,0,999999996512592,0,0.0,0.0,1,0.0
126,0,1,33,0,63148341,0,0.0,0.0,1,0.0
126,0,1,33,1,0,0,0.0,0.0,1,0.0
126,0,1,34,0,999999996512561,-379000,0.9411742527204183,2.8065622063980826,1,2.8065622063980826
126,0,1,35,0,999999996512591,-447000,0.7153566387111501,1.1300843411766894,1,1.1300843411766894
126,0,1,36,0,999999996512604,0,0.0,0.0,1,0.0
126,0,1,37,0,999999996512564,0,0.0,0.0,1,0.0
126,0,1,38,0,999999996512594,0,0.0,0.0,1,0.0
126,0,1,39,0,999999996512616,0,0.0,0.0,1,0.0
126,0,1,40,0,999999996512607,0,0.0,0.0,1,0.0
126,0,1,41,0,63148312,0,0.0,0.0,1,0.0
126,0,1,41,1,0,0,0.0,0.0,1,0.0
126,0,1,42,0,999999996512565,-555000,4.209759254373027,1.0326404789464683,1,4.209759254373027
126,0,1,43,0,63148316,-567000,0.8121212676559066,0.9695990307137426,1,0.9695990307137426
126,0,1,43,1,0,0,0.0,0.0,1,0.0
126,0,1,44,0,999999996512623,394000,1.759844401452453,1.6787194593042327,1,1.759844401452453
126,0,1,45,0,63148313,0,0.0,0.0,1,0.0
126,0,1,45,1,0,0,0.0,0.0,1,0.0
126,0,1,46,0,999999996512620,0,0.0,0.0,1,0.0
126,0,2,0,0,999999998651466,0,0.0,0.0,2,0.0
126,0,2,1,0,999999998651455,0,0.0,0.0,2,0.0
126,0,2,2,0,999999998651452,0,0.0,0.0,2,0.0
126,0,2,3,0,999999996867771,-1106000,0.5772219909814125,1.2940887110391188,2,1.2940887110391188
126,0,2,4,0,0,0,0.0,0.0,2,0.0
126,0,2,5,0,999999998651469,-567000,0.7599480564867325,1.1354688387671847,2,1.1354688387671847
126,0,2,6,0,999999998651473,0,0.0,0.0,2,0.0
126,0,2,7,0,48717844,-567000,0.799523932558193,0.9751632194642937,2,0.9751632194642937
126,0,2,7,1,0,0,0.0,0.0,2,0.0
126,0,2,8,0,999999998651474,33000,1.241735999279406,1.1633336072848586,2,1.241735999279406
126,0,2,9,0,58532522,0,0.0,0.0,2,0.0
126,0,2,9,1,0,0,0.0,0.0,2,0.0
126,0,2,10,0,60631712,0,0.0,0.0,2,0.0
126,0,2,10,1,60631713,0,0.0,0.0,2,0.0
126,0,2,10,2,60631714,0,0.0,0.0,2,0.0
126,0,2,10,3,60631715,0,0.0,0.0,2,0.0
126,0,2,10,4,60631716,0,0.0,0.0,2,0.0
126,0,2,10,5,60631717,0,0.0,0.0,2,0.0
126,0,2,10,6,60631718,0,0.0,0.0,2,0.0
126,0,2,10,7,60631719,0,0.0,0.0,2,0.0
126,0,2,10,8,60631720,0,0.0,0.0,2,0.0
126,0,2,10,9,60631721,0,0.0,0.0,2,0.0
126,0,2,10,10,60631722,0,0.0,0.0,2,0.0
126,0,2,10,11,60631723,0,0.0,0.0,2,0.0
126,0,2,10,12,60631724,0,0.0,0.0,2,0.0
126,0,2,10,13,60631709,0,0.0,0.0,2,0.0
126,0,2,10,14,60631710,0,0.0,0.0,2,0.0
126,0,2,10,15,60631711,0,0.0,0.0,2,0.0
126,0,2,11,0,999999998651449,0,0.0,0.0,2,0.0
126,0,2,12,0,0,0,0.0,0.0,2,0.0
126,0,2,13,0,51061598,0,0.0,0.0,2,0.0
126,0,2,14,0,999999997331745,0,0.0,0.0,2,0.0
126,0,2,15,0,0,0,0.0,0.0,2,0.0
126,0,2,16,0,999999998651454,0,0.0,0.0,2,0.0
126,0,2,17,0,48717838,-567000,0.7597814728133674,1.0895134593921358,2,1.0895134593921358
126,0,2,17,1,0,0,0.0,0.0,2,0.0
126,0,2,18,0,48717839,-387000,0.7800225403092494,1.7276412684336828,2,1.7276412684336828
126,0,2,18,1,0,0,0.0,0.0,2,0.0
126,0,2,19,0,0,0,0.0,0.0,2,0.0
126,0,2,20,0,60631725,0,0.0,0.0,2,0.0
126,0,2,20,1,60631726,0,0.0,0.0,2,0.0
126,0,2,20,2,60631727,0,0.0,0.0,2,0.0
126,0,2,20,3,60631728,0,0.0,0.0,2,0.0
126,0,2,20,4,60631729,0,0.0,0.0,2,0.0
126,0,2,20,5,60631730,0,0.0,0.0,2,0.0
126,0,2,20,6,60631731,0,0.0,0.0,2,0.0
126,0,2,20,7,60631732,0,0.0,0.0,2,0.0
126,0,2,20,8,60631733,0,0.0,0.0,2,0.0
126,0,2,20,9,60631734,0,0.0,0.0,2,0.0
126,0,2,20,10,60631735,0,0.0,0.0,2,0.0
126,0,2,20,11,60631736,0,0.0,0.0,2,0.0
126,0,2,20,12,60631737,0,0.0,0.0,2,0.0
126,0,2,20,13,60631738,0,0.0,0.0,2,0.0
126,0,2,20,14,60631739,0,0.0,0.0,2,0.0
126,0,2,20,15,60631740,0,0.0,0.0,2,0.0
126,0,2,21,0,999999998651430,-450000,1.0589890536789528,1.0498254692517155,2,1.0589890536789528
126,0,2,22,0,48717843,-387000,0.7305740865198547,1.090897391626734,2,1.090897391626734
126,0,2,22,1,0,0,0.0,0.0,2,0.0
126,0,2,23,0,48717836,0,0.0,0.0,2,0.0
126,0,2,23,1,0,0,0.0,0.0,2,0.0
126,0,2,24,0,999999998651475,0,0.0,0.0,2,0.0
126,0,2,25,0,48717840,0,0.0,0.0,2,0.0
126,0,2,25,1,0,0,0.0,0.0,2,0.0
126,0,2,26,0,999999998651442,-1106000,0.5772219909814125,1.2940887110391188,2,1.2940887110391188
126,0,2,27,0,48717846,-567000,0.7613579320854668,1.1408971402863357,2,1.1408971402863357
126,0,2,27,1,0,0,0.0,0.0,2,0.0
126,0,2,28,0,48717837,-1467000,2.647247797627276,2.6472477976342947,2,2.6472477976342947
126,0,2,28,1,0,0,0.0,0.0,2,0.0
126,0,2,29,0,999999998651424,0,0.0,0.0,2,0.0
126,0,2,30,0,999999998651425,-1355000,0.6729638600778088,1.5097438079118932,2,1.5097438079118932
126,0,2,31,0,999999998651458,0,0.0,0.0,2,0.0
126,0,2,32,0,999999998651447,453000,1.3934239486996935,1.2287908450874705,2,1.3934239486996935
126,0,2,33,0,58532520,0,0.0,0.0,2,0.0
126,0,2,33,1,0,0,0.0,0.0,2,0.0
126,0,2,34,0,999999998651423,-1357000,0.6319138797321048,1.4250652780923094,2,1.4250652780923094
126,0,2,35,0,999999998651446,-447000,1.1028793287049827,1.1591463685111156,2,1.1591463685111156
126,0,2,36,0,999999998651457,0,0.0,0.0,2,0.0
126,0,2,37,0,999999998651426,-439000,1.3287590162871457,1.1090025207655503,2,1.3287590162871457
126,0,2,38,0,999999998651448,0,0.0,0.0,2,0.0
126,0,2,39,0,999999998651468,-1166000,0.568193839984735,1.289991854056494,2,1.289991854056494
126,0,2,40,0,999999998651460,0,0.0,0.0,2,0.0
126,0,2,41,0,48717841,-1347000,0.6666305005960312,1.9699753187782099,2,1.9699753187782099
126,0,2,41,1,0,0,0.0,0.0,2,0.0
126,0,2,42,0,999999998651427,27000,1.8226459508862836,1.400751678226348,2,1.8226459508862836
126,0,2,43,0,48717845,453000,2.3007211577133853,1.3496239851313236,2,2.3007211577133853
126,0,2,43,1,0,0,0.0,0.0,2,0.0
126,0,2,44,0,999999998651472,-1347000,0.8313067056638448,1.1803428808278835,2,1.1803428808278835
126,0,2,45,0,48717842,-567000,0.8243287363444363,1.2830877702433003,2,1.2830877702433003
126,0,2,45,1,0,0,0.0,0.0,2,0.0
126,0,2,46,0,999999998651470,-1346000,3.1801843295547303,3.1801843295636636,2,3.1801843295636636
126,0,3,0,0,999999996512716,-1586000,3.5387111276685705,0.41918432907236275,3,3.5387111276685705
126,0,3,1,0,999999996512706,0,0.0,0.0,3,0.0
126,0,3,2,0,999999996512703,0,0.0,0.0,3,0.0
126,0,3,3,0,999999996512688,-87000,0.7176501994389685,1.585641381173381,3,1.585641381173381
126,0,3,4,0,0,0,0.0,0.0,3,0.0
126,0,3,5,0,999999996512723,-87000,1.0445690733398936,1.0296654740006683,3,1.0445690733398936
126,0,3,6,0,999999996512728,0,0.0,0.0,3,0.0
126,0,3,7,0,63149839,-687000,0.9894923199168276,0.9894923199168268,3,0.9894923199168276
126,0,3,7,1,0,0,0.0,0.0,3,0.0
126,0,3,8,0,999999996512729,-387000,1.4377627883196455,0.7477308737597337,3,1.4377627883196455
126,0,3,9,0,63149844,0,0.0,0.0,3,0.0
126,0,3,9,1,0,0,0.0,0.0,3,0.0
126,0,3,10,0,63149859,0,0.0,0.0,3,0.0
126,0,3,10,1,63149860,0,0.0,0.0,3,0.0
126,0,3,10,2,63149861,0,0.0,0.0,3,0.0
126,0,3,10,3,63149862,0,0.0,0.0,3,0.0
126,0,3,10,4,63149863,0,0.0,0.0,3,0.0
126,0,3,10,5,63149864,0,0.0,0.0,3,0.0
126,0,3,10,6,63149865,0,0.0,0.0,3,0.0
126,0,3,10,7,0,0,0.0,0.0,3,0.0
126,0,3,10,8,0,0,0.0,0.0,3,0.0
126,0,3,10,9,0,0,0.0,0.0,3,0.0
126,0,3,10,10,0,0,0.0,0.0,3,0.0
126,0,3,10,11,0,0,0.0,0.0,3,0.0
126,0,3,10,12,0,0,0.0,0.0,3,0.0
126,0,3,10,13,0,0,0.0,0.0,3,0.0
126,0,3,10,14,0,0,0.0,0.0,3,0.0
126,0,3,10,15,0,0,0.0,0.0,3,0.0
126,0,3,11,0,999999996512699,0,0.0,0.0,3,0.0
126,0,3,12,0,999999996512681,0,0.0,0.0,3,0.0
126,0,3,13,0,63149807,0,0.0,0.0,3,0.0
126,0,3,14,0,999999996512719,0,0.0,0.0,3,0.0
126,0,3,15,0,999999996512682,0,0.0,0.0,3,0.0
126,0,3,16,0,999999996512705,0,0.0,0.0,3,0.0
126,0,3,17,0,63149833,-447000,0.5776974581682431,1.4185838617946367,3,1.4185838617946367
126,0,3,17,1,0,0,0.0,0.0,3,0.0
126,0,3,18,0,63149834,-447000,0.6107034733185784,1.54037349618055,3,1.54037349618055
126,0,3,18,1,0,0,0.0,0.0,3,0.0
126,0,3,19,0,0,0,0.0,0.0,3,0.0
126,0,3,20,0,63149845,0,0.0,0.0,3,0.0
126,0,3,20,1,63149846,0,0.0,0.0,3,0.0
126,0,3,20,2,63149847,0,0.0,0.0,3,0.0
126,0,3,20,3,63149848,0,0.0,0.0,3,0.0
126,0,3,20,4,63149849,0,0.0,0.0,3,0.0
126,0,3,20,5,63149850,0,0.0,0.0,3,0.0
126,0,3,20,6,63149851,0,0.0,0.0,3,0.0
126,0,3,20,7,0,0,0.0,0.0,3,0.0
126,0,3,20,8,0,0,0.0,0.0,3,0.0
126,0,3,20,9,0,0,0.0,0.0,3,0.0
126,0,3,20,10,0,0,0.0,0.0,3,0.0
126,0,3,20,11,0,0,0.0,0.0,3,0.0
126,0,3,20,12,0,0,0.0,0.0,3,0.0
126,0,3,20,13,0,0,0.0,0.0,3,0.0
126,0,3,20,14,0,0,0.0,0.0,3,0.0
126,0,3,20,15,0,0,0.0,0.0,3,0.0
126,0,3,21,0,999999996512672,-1107000,1.0405934361952367,1.9373655497875168,3,1.9373655497875168
126,0,3,22,0,63149838,-447000,0.5973642785639606,1.5052657545004133,3,1.5052657545004133
126,0,3,22,1,0,0,0.0,0.0,3,0.0
126,0,3,23,0,63149831,-447000,0.6107034733185784,1.54037349618055,3,1.54037349618055
126,0,3,23,1,0,0,0.0,0.0,3,0.0
126,0,3,24,0,999999996512734,455000,0.47699831108132806,13.649833963378041,3,13.649833963378041
126,0,3,25,0,63149835,-747000,1.0463514498449755,0.9259231888324441,3,1.0463514498449755
126,0,3,25,1,0,0,0.0,0.0,3,0.0
126,0,3,26,0,999999996512689,-87000,0.7923125511874805,1.2397222757757718,3,1.2397222757757718
126,0,3,27,0,63149841,-627000,0.7681971162949265,1.0991010759652804,3,1.0991010759652804
126,0,3,27,1,0,0,0.0,0.0,3,0.0
126,0,3,28,0,63149832,0,0.0,0.0,3,0.0
126,0,3,28,1,0,0,0.0,0.0,3,0.0
126,0,3,29,0,999999996512666,0,0.0,0.0,3,0.0
126,0,3,30,0,999999996512667,447000,0.453541050854729,15.235311461689319,3,15.235311461689319
126,0,3,31,0,999999996512709,0,0.0,0.0,3,0.0
126,0,3,32,0,999999996512696,394000,1.4403435975153402,1.3460607111690748,3,1.4403435975153402
126,0,3,33,0,63149842,0,0.0,0.0,3,0.0
126,0,3,33,1,0,0,0.0,0.0,3,0.0
126,0,3,34,0,999999996512665,445000,0.4478690240617083,9.815467118422733,3,9.815467118422733
126,0,3,35,0,999999996512695,-747000,0.7028081085705331,1.1784399716297642,3,1.1784399716297642
126,0,3,36,0,999999996512708,0,0.0,0.0,3,0.0
126,0,3,37,0,999999996512668,-1068000,1.9743484417714123,1.0530135784256478,3,1.9743484417714123
126,0,3,38,0,999999996512698,0,0.0,0.0,3,0.0
126,0,3,39,0,999999996512720,0,0.0,0.0,3,0.0
126,0,3,40,0,999999996512711,0,0.0,0.0,3,0.0
126,0,3,41,0,63149836,-87000,0.6775808036586861,1.715626238826976,3,1.715626238826976
126,0,3,41,1,0,0,0.0,0.0,3,0.0
126,0,3,42,0,999999996512669,0,0.0,0.0,3,0.0
126,0,3,43,0,63149840,-687000,0.9915604109349713,0.9905730522447237,3,0.9915604109349713
126,0,3,43,1,0,0,0.0,0.0,3,0.0
126,0,3,44,0,999999996512727,-447000,0.7918072449420568,1.1599369565707003,3,1.1599369565707003
126,0,3,45,0,63149837,0,0.0,0.0,3,0.0
126,0,3,45,1,0,0,0.0,0.0,3,0.0
126,0,3,46,0,999999996512724,155000,0.953206578636471,0.9532065786364716,3,0.9532065786364716
126,0,4,0,0,999999998651316,0,0.0,0.0,4,0.0
126,0,4,1,0,999999998651305,0,0.0,0.0,4,0.0
126,0,4,2,0,999999998651302,0,0.0,0.0,4,0.0
126,0,4,3,0,999999996867773,-147000,1.0781592926085455,0.8357357000270194,4,1.0781592926085455
126,0,4,4,0,0,0,0.0,0.0,4,0.0
126,0,4,5,0,999999998651319,-567000,0.7811095124316962,1.0423561904691092,4,1.0423561904691092
126,0,4,6,0,999999998651323,0,0.0,0.0,4,0.0
126,0,4,7,0,63149621,-1167000,0.7568079214671257,2.1575646162280444,4,2.1575646162280444
126,0,4,7,1,0,0,0.0,0.0,4,0.0
126,0,4,8,0,999999998651324,-267000,1.2250919413228447,0.7843972242434282,4,1.2250919413228447
126,0,4,9,0,63149725,0,0.0,0.0,4,0.0
126,0,4,9,1,0,0,0.0,0.0,4,0.0
126,0,4,10,0,63149741,0,0.0,0.0,4,0.0
126,0,4,10,1,63149742,0,0.0,0.0,4,0.0
126,0,4,10,2,63149743,0,0.0,0.0,4,0.0
126,0,4,10,3,63149744,0,0.0,0.0,4,0.0
126,0,4,10,4,63149745,0,0.0,0.0,4,0.0
126,0,4,10,5,63149746,0,0.0,0.0,4,0.0
126,0,4,10,6,63149747,0,0.0,0.0,4,0.0
126,0,4,10,7,63149748,0,0.0,0.0,4,0.0
126,0,4,10,8,63149749,0,0.0,0.0,4,0.0
126,0,4,10,9,63149750,0,0.0,0.0,4,0.0
126,0,4,10,10,63149751,0,0.0,0.0,4,0.0
126,0,4,10,11,63149752,0,0.0,0.0,4,0.0
126,0,4,10,12,63149753,0,0.0,0.0,4,0.0
126,0,4,10,13,63149754,0,0.0,0.0,4,0.0
126,0,4,10,14,0,0,0.0,0.0,4,0.0
126,0,4,10,15,0,0,0.0,0.0,4,0.0
126,0,4,11,0,999999998651299,0,0.0,0.0,4,0.0
126,0,4,12,0,0,0,0.0,0.0,4,0.0
126,0,4,13,0,63149726,0,0.0,0.0,4,0.0
126,0,4,14,0,999999997331747,0,0.0,0.0,4,0.0
126,0,4,15,0,0,0,0.0,0.0,4,0.0
126,0,4,16,0,999999998651304,0,0.0,0.0,4,0.0
126,0,4,17,0,63149615,-567000,0.8041097093343506,0.9645753423877664,4,0.9645753423877664
126,0,4,17,1,0,0,0.0,0.0,4,0.0
126,0,4,18,0,63149616,-1347000,2.2270519425742656,1.498569592881906,4,2.2270519425742656
126,0,4,18,1,0,0,0.0,0.0,4,0.0
126,0,4,19,0,0,0,0.0,0.0,4,0.0
126,0,4,20,0,63149760,0,0.0,0.0,4,0.0
126,0,4,20,1,63149761,0,0.0,0.0,4,0.0
126,0,4,20,2,63149762,0,0.0,0.0,4,0.0
126,0,4,20,3,63149763,0,0.0,0.0,4,0.0
126,0,4,20,4,63149764,0,0.0,0.0,4,0.0
126,0,4,20,5,63149765,0,0.0,0.0,4,0.0
126,0,4,20,6,63149766,0,0.0,0.0,4,0.0
126,0,4,20,7,63149767,0,0.0,0.0,4,0.0
126,0,4,20,8,63149768,0,0.0,0.0,4,0.0
126,0,4,20,9,63149755,0,0.0,0.0,4,0.0
126,0,4,20,10,63149756,0,0.0,0.0,4,0.0
