,index,cmdb_type,cmdb,kpi_name,kpi_item,itemid,change_start,po,pu,digest,pmax
43,5,0,0,25,9,0,0,0.0,0.0,0,0.0
44,5,0,0,25,10,0,0,0.0,0.0,0,0.0
45,5,0,0,25,11,0,0,0.0,0.0,0,0.0
46,5,0,0,25,12,0,0,0.0,0.0,0,0.0
47,5,0,0,25,13,0,0,0.0,0.0,0,0.0
48,5,0,0,25,14,0,0,0.0,0.0,0,0.0
49,5,0,0,25,15,0,0,0.0,0.0,0,0.0
50,5,0,0,26,0,63150120,0,0.0,0.0,0,0.0
51,5,0,0,26,1,0,0,0.0,0.0,0,0.0
52,5,0,0,27,0,0,0,0.0,0.0,0,0.0
53,5,0,0,28,0,999999996512503,0,0.0,0.0,0,0.0
54,5,0,0,29,0,999999996512491,0,0.0,0.0,0,0.0
55,5,0,0,30,0,999999996512458,0,0.0,0.0,0,0.0
56,5,0,0,31,0,999999996512488,-756000,0.659958166404057,1.3813799312280859,0,1.3813799312280859
57,5,0,0,32,0,63149312,0,0.0,0.0,0,0.0
58,5,0,0,32,1,63149313,0,0.0,0.0,0,0.0
59,5,0,0,32,2,63149314,0,0.0,0.0,0,0.0
60,5,0,0,32,3,63149308,0,0.0,0.0,0,0.0
61,5,0,0,32,4,63149309,0,0.0,0.0,0,0.0
62,5,0,0,32,5,63149310,0,0.0,0.0,0,0.0
63,5,0,0,32,6,63149311,0,0.0,0.0,0,0.0
64,5,0,0,32,7,0,0,0.0,0.0,0,0.0
65,5,0,0,32,8,0,0,0.0,0.0,0,0.0
66,5,0,0,32,9,0,0,0.0,0.0,0,0.0
67,5,0,0,32,10,0,0,0.0,0.0,0,0.0
68,5,0,0,32,11,0,0,0.0,0.0,0,0.0
69,5,0,0,32,12,0,0,0.0,0.0,0,0.0
70,5,0,0,32,13,0,0,0.0,0.0,0,0.0
71,5,0,0,32,14,0,0,0.0,0.0,0,0.0
72,5,0,0,32,15,0,0,0.0,0.0,0,0.0
73,5,0,0,33,0,0,0,0.0,0.0,0,0.0
74,5,0,0,34,0,999999996512460,0,0.0,0.0,0,0.0
75,5,0,0,35,0,999999996512521,-1357000,0.544610247948558,1.2496108381182018,0,1.2496108381182018
76,5,0,0,36,0,999999996512487,324000,2.3008188001226038,1.610009554518485,0,2.3008188001226038
77,5,0,0,37,0,63149003,-996000,0.8989274261620566,0.8997363782612916,0,0.8997363782612916
78,5,0,0,37,1,0,0,0.0,0.0,0,0.0
79,5,0,0,38,0,63148999,-516000,1.059986976497144,1.01570944928745,0,1.059986976497144
80,5,0,0,38,1,0,0,0.0,0.0,0,0.0
81,5,0,0,39,0,999999996512490,0,0.0,0.0,0,0.0
82,5,0,0,40,0,999999996512511,0,0.0,0.0,0,0.0
83,5,0,0,41,0,999999996512498,0,0.0,0.0,0,0.0
84,5,0,0,42,0,63150118,0,0.0,0.0,0,0.0
85,5,0,0,42,1,0,0,0.0,0.0,0,0.0
86,5,0,0,43,0,999999996512457,-243000,0.6311878313512722,1.673477459826206,0,1.673477459826206
87,5,0,0,44,0,999999996512519,-1416000,0.5924974478033848,0.9736886266495107,0,0.9736886266495107
88,5,0,0,45,0,999999996512512,0,0.0,0.0,0,0.0
89,5,0,0,46,0,999999996512508,-1056000,2.7355879110785897,0.8745308910947965,0,2.7355879110785897
90,5,0,1,0,0,61389268,-676000,0.7419353560972533,1.3732560429842497,1,1.3732560429842497
91,5,0,1,0,1,0,0,0.0,0.0,1,0.0
92,5,0,1,1,0,999999998650929,0,0.0,0.0,1,0.0
93,5,0,1,2,0,61389266,0,0.0,0.0,1,0.0
94,5,0,1,2,1,0,0,0.0,0.0,1,0.0
95,5,0,1,3,0,61389265,0,0.0,0.0,1,0.0
96,5,0,1,3,1,0,0,0.0,0.0,1,0.0
97,5,0,1,4,0,61389275,-757000,1.0709197615329984,0.781441391070971,1,1.0709197615329984
98,5,0,1,4,1,0,0,0.0,0.0,1,0.0
99,5,0,1,5,0,0,0,0.0,0.0,1,0.0
100,5,0,1,6,0,61389273,-277000,0.6837873235866129,1.0594637846241028,1,1.0594637846241028
101,5,0,1,6,1,0,0,0.0,0.0,1,0.0
102,5,0,1,7,0,61389267,-277000,0.6828861785046568,1.0461115158205252,1,1.0461115158205252
103,5,0,1,7,1,0,0,0.0,0.0,1,0.0
104,5,0,1,8,0,999999998650945,84000,0.9959073515750022,0.9959073515750022,1,0.9959073515750022
105,5,0,1,9,0,61389164,0,0.0,0.0,1,0.0
106,5,0,1,10,0,999999998650927,0,0.0,0.0,1,0.0
107,5,0,1,11,0,999999998650902,-1458000,2.6472477976272777,2.647247797634296,1,2.647247797634296
108,5,0,1,12,0,61389271,-757000,1.190304454707584,0.809995533794789,1,1.190304454707584
109,5,0,1,12,1,0,0,0.0,0.0,1,0.0
110,5,0,1,13,0,999999998650932,0,0.0,0.0,1,0.0
111,5,0,1,14,0,999999998650917,0,0.0,0.0,1,0.0
112,5,0,1,15,0,999999998650905,-855000,0.8084133184119875,1.0053467619484102,1,1.0053467619484102
113,5,0,1,16,0,999999998650948,0,0.0,0.0,1,0.0
114,5,0,1,17,0,999999998650900,-1460000,0.5636700128443257,1.2366314663361626,1,1.2366314663361626
115,5,0,1,18,0,999999996867778,0,0.0,0.0,1,0.0
116,5,0,1,19,0,61389269,0,0.0,0.0,1,0.0
117,5,0,1,19,1,0,0,0.0,0.0,1,0.0
118,5,0,1,20,0,61389272,203000,0.5677078795444668,1.4460888986910014,1,1.4460888986910014
119,5,0,1,20,1,0,0,0.0,0.0,1,0.0
120,5,0,1,21,0,999999998650944,-757000,1.07908708443276,0.7698702211005144,1,1.07908708443276
121,5,0,1,22,0,999999998650950,-1110000,1.925130328915373,1.5836405640208975,1,1.925130328915373
122,5,0,1,23,0,0,0,0.0,0.0,1,0.0
123,5,0,1,24,0,999999998650933,0,0.0,0.0,1,0.0
124,5,0,1,25,0,61389295,0,0.0,0.0,1,0.0
125,5,0,1,25,1,61389296,0,0.0,0.0,1,0.0
126,5,0,1,25,2,61389297,0,0.0,0.0,1,0.0
127,5,0,1,25,3,61389298,0,0.0,0.0,1,0.0
128,5,0,1,25,4,61389299,0,0.0,0.0,1,0.0
129,5,0,1,25,5,61389300,0,0.0,0.0,1,0.0
130,5,0,1,25,6,61389301,0,0.0,0.0,1,0.0
131,5,0,1,25,7,61389302,0,0.0,0.0,1,0.0
132,5,0,1,25,8,0,0,0.0,0.0,1,0.0
133,5,0,1,25,9,0,0,0.0,0.0,1,0.0
134,5,0,1,25,10,0,0,0.0,0.0,1,0.0
135,5,0,1,25,11,0,0,0.0,0.0,1,0.0
136,5,0,1,25,12,0,0,0.0,0.0,1,0.0
137,5,0,1,25,13,0,0,0.0,0.0,1,0.0
138,5,0,1,25,14,0,0,0.0,0.0,1,0.0
139,5,0,1,25,15,0,0,0.0,0.0,1,0.0
140,5,0,1,26,0,61389278,0,0.0,0.0,1,0.0
141,5,0,1,26,1,0,0,0.0,0.0,1,0.0
142,5,0,1,27,0,0,0,0.0,0.0,1,0.0
143,5,0,1,28,0,999999998650935,0,0.0,0.0,1,0.0
144,5,0,1,29,0,999999998650924,0,0.0,0.0,1,0.0
145,5,0,1,30,0,999999998650899,0,0.0,0.0,1,0.0
146,5,0,1,31,0,999999998650922,-817000,0.8330219465759122,0.8115977687408004,1,0.8330219465759122
147,5,0,1,32,0,61389287,0,0.0,0.0,1,0.0
148,5,0,1,32,1,61389288,0,0.0,0.0,1,0.0
149,5,0,1,32,2,61389289,0,0.0,0.0,1,0.0
150,5,0,1,32,3,61389290,0,0.0,0.0,1,0.0
151,5,0,1,32,4,61389291,0,0.0,0.0,1,0.0
152,5,0,1,32,5,61389292,0,0.0,0.0,1,0.0
153,5,0,1,32,6,61389293,0,0.0,0.0,1,0.0
154,5,0,1,32,7,61389294,0,0.0,0.0,1,0.0
155,5,0,1,32,8,0,0,0.0,0.0,1,0.0
156,5,0,1,32,9,0,0,0.0,0.0,1,0.0
157,5,0,1,32,10,0,0,0.0,0.0,1,0.0
158,5,0,1,32,11,0,0,0.0,0.0,1,0.0
159,5,0,1,32,12,0,0,0.0,0.0,1,0.0
160,5,0,1,32,13,0,0,0.0,0.0,1,0.0
161,5,0,1,32,14,0,0,0.0,0.0,1,0.0
162,5,0,1,32,15,0,0,0.0,0.0,1,0.0
163,5,0,1,33,0,0,0,0.0,0.0,1,0.0
164,5,0,1,34,0,999999998650901,-788000,1.2706729760566167,0.8935416987765479,1,1.2706729760566167
165,5,0,1,35,0,999999998650949,-1477000,0.4604952031555989,1.412988229852214,1,1.412988229852214
166,5,0,1,36,0,999999998650921,-1117000,0.7004050223093435,1.0271805899945043,1,1.0271805899945043
167,5,0,1,37,0,61389274,-457000,0.9933999888533529,0.6252721199843632,1,0.9933999888533529
168,5,0,1,37,1,0,0,0.0,0.0,1,0.0
169,5,0,1,38,0,61389270,143000,1.0358501841340995,1.7194479774909899,1,1.7194479774909899
170,5,0,1,38,1,0,0,0.0,0.0,1,0.0
171,5,0,1,39,0,999999998650923,0,0.0,0.0,1,0.0
172,5,0,1,40,0,999999997331752,0,0.0,0.0,1,0.0
173,5,0,1,41,0,999999998650930,0,0.0,0.0,1,0.0
174,5,0,1,42,0,61389276,0,0.0,0.0,1,0.0
175,5,0,1,42,1,0,0,0.0,0.0,1,0.0
176,5,0,1,43,0,999999998650898,-862000,1.2353240215455727,0.6357552900885852,1,1.2353240215455727
177,5,0,1,44,0,999999998650947,-517000,0.6320592355281229,0.945084121133088,1,0.945084121133088
178,5,0,1,45,0,999999998650943,-936000,0.5967385452456073,0.8687629544793082,1,0.8687629544793082
179,5,0,1,46,0,999999998650941,-1117000,1.9763573564764105,0.9763227945827057,1,1.9763573564764105
180,5,0,2,0,0,63149253,83000,1.0962015633981415,1.0740587371336672,2,1.0962015633981415
181,5,0,2,0,1,0,0,0.0,0.0,2,0.0
182,5,0,2,1,0,999999998650704,0,0.0,0.0,2,0.0
183,5,0,2,2,0,63149251,-937000,0.8567819709144067,1.2725230369255414,2,1.2725230369255414
184,5,0,2,2,1,0,0,0.0,0.0,2,0.0
185,5,0,2,3,0,63149250,0,0.0,0.0,2,0.0
186,5,0,2,3,1,0,0,0.0,0.0,2,0.0
187,5,0,2,4,0,63149260,-937000,0.738466780609408,1.038862006155343,2,1.038862006155343
188,5,0,2,4,1,0,0,0.0,0.0,2,0.0
189,5,0,2,5,0,0,0,0.0,0.0,2,0.0
190,5,0,2,6,0,63149258,-997000,0.89547732116112,0.8954773211611211,2,0.8954773211611211
191,5,0,2,6,1,0,0,0.0,0.0,2,0.0
192,5,0,2,7,0,63149252,-937000,0.6866634082936044,1.0184736827270482,2,1.0184736827270482
193,5,0,2,7,1,0,0,0.0,0.0,2,0.0
194,5,0,2,8,0,999999998650720,-1596000,4.039133282428869,3.63197117143171,2,4.039133282428869
195,5,0,2,9,0,63149006,0,0.0,0.0,2,0.0
196,5,0,2,10,0,999999998650702,0,0.0,0.0,2,0.0
197,5,0,2,11,0,999999998650677,0,0.0,0.0,2,0.0
198,5,0,2,12,0,63149256,-937000,0.7898356570111921,1.158650210218562,2,1.158650210218562
199,5,0,2,12,1,0,0,0.0,0.0,2,0.0
200,5,0,2,13,0,999999998650707,0,0.0,0.0,2,0.0
201,5,0,2,14,0,999999998650692,-1057000,7.04397418602877,7.043974186051583,2,7.043974186051583
202,5,0,2,15,0,999999998650680,-420000,0.9639628891138633,1.016779043534644,2,1.016779043534644
203,5,0,2,16,0,999999998650723,0,0.0,0.0,2,0.0
204,5,0,2,17,0,999999998650675,115000,2.176354925829758,2.123678740076581,2,2.176354925829758
205,5,0,2,18,0,999999996867781,-1057000,7.04397418602877,7.043974186051583,2,7.043974186051583
206,5,0,2,19,0,63149254,-1537000,0.8403762850061072,2.702563128563948,2,2.702563128563948
207,5,0,2,19,1,0,0,0.0,0.0,2,0.0
208,5,0,2,20,0,63149257,83000,1.3455731426282544,1.100871379336001,2,1.3455731426282544
209,5,0,2,20,1,0,0,0.0,0.0,2,0.0
210,5,0,2,21,0,999999998650719,-937000,0.7347981876930066,1.0359099169312858,2,1.0359099169312858
211,5,0,2,22,0,999999998650725,-255000,0.5991265170493641,0.9569705790792836,2,0.9569705790792836
212,5,0,2,23,0,0,0,0.0,0.0,2,0.0
213,5,0,2,24,0,999999998650708,0,0.0,0.0,2,0.0
214,5,0,2,25,0,63149056,0,0.0,0.0,2,0.0
215,5,0,2,25,1,63149057,0,0.0,0.0,2,0.0
216,5,0,2,25,2,63149058,0,0.0,0.0,2,0.0
217,5,0,2,25,3,63149059,0,0.0,0.0,2,0.0
218,5,0,2,25,4,63149052,0,0.0,0.0,2,0.0
219,5,0,2,25,5,63149053,0,0.0,0.0,2,0.0
220,5,0,2,25,6,63149054,0,0.0,0.0,2,0.0
221,5,0,2,25,7,63149055,0,0.0,0.0,2,0.0
222,5,0,2,25,8,0,0,0.0,0.0,2,0.0
223,5,0,2,25,9,0,0,0.0,0.0,2,0.0
224,5,0,2,25,10,0,0,0.0,0.0,2,0.0
225,5,0,2,25,11,0,0,0.0,0.0,2,0.0
226,5,0,2,25,12,0,0,0.0,0.0,2,0.0
227,5,0,2,25,13,0,0,0.0,0.0,2,0.0
228,5,0,2,25,14,0,0,0.0,0.0,2,0.0
229,5,0,2,25,15,0,0,0.0,0.0,2,0.0
230,5,0,2,26,0,63150292,0,0.0,0.0,2,0.0
231,5,0,2,26,1,0,0,0.0,0.0,2,0.0
232,5,0,2,27,0,0,0,0.0,0.0,2,0.0
233,5,0,2,28,0,999999998650710,0,0.0,0.0,2,0.0
234,5,0,2,29,0,999999998650699,0,0.0,0.0,2,0.0
235,5,0,2,30,0,999999998650674,0,0.0,0.0,2,0.0
236,5,0,2,31,0,999999998650697,-37000,2.2005697133933895,0.8988133985923881,2,2.2005697133933895
237,5,0,2,32,0,63149044,0,0.0,0.0,2,0.0
238,5,0,2,32,1,63149045,0,0.0,0.0,2,0.0
239,5,0,2,32,2,63149046,0,0.0,0.0,2,0.0
240,5,0,2,32,3,63149047,0,0.0,0.0,2,0.0
241,5,0,2,32,4,63149048,0,0.0,0.0,2,0.0
242,5,0,2,32,5,63149049,0,0.0,0.0,2,0.0
243,5,0,2,32,6,63149050,0,0.0,0.0,2,0.0
244,5,0,2,32,7,63149051,0,0.0,0.0,2,0.0
245,5,0,2,32,8,0,0,0.0,0.0,2,0.0
246,5,0,2,32,9,0,0,0.0,0.0,2,0.0
247,5,0,2,32,10,0,0,0.0,0.0,2,0.0
248,5,0,2,32,11,0,0,0.0,0.0,2,0.0
249,5,0,2,32,12,0,0,0.0,0.0,2,0.0
250,5,0,2,32,13,0,0,0.0,0.0,2,0.0
251,5,0,2,32,14,0,0,0.0,0.0,2,0.0
252,5,0,2,32,15,0,0,0.0,0.0,2,0.0
253,5,0,2,33,0,0,0,0.0,0.0,2,0.0
254,5,0,2,34,0,999999998650676,-1014000,1.129599308622247,0.9254863878261494,2,1.129599308622247
255,5,0,2,35,0,999999998650724,-1477000,0.6529055886993765,1.1569348513432152,2,1.1569348513432152
256,5,0,2,36,0,999999998650696,83000,1.208984943994163,0.8985250512463553,2,1.208984943994163
257,5,0,2,37,0,63149259,-457000,0.9287259584175751,0.9367791643643009,2,0.9367791643643009
258,5,0,2,37,1,0,0,0.0,0.0,2,0.0
259,5,0,2,38,0,63149255,-817000,0.8413205694198416,1.174686147686509,2,1.174686147686509
260,5,0,2,38,1,0,0,0.0,0.0,2,0.0
261,5,0,2,39,0,999999998650698,0,0.0,0.0,2,0.0
262,5,0,2,40,0,999999997331755,0,0.0,0.0,2,0.0
263,5,0,2,41,0,999999998650705,0,0.0,0.0,2,0.0
264,5,0,2,42,0,63150290,0,0.0,0.0,2,0.0
265,5,0,2,42,1,0,0,0.0,0.0,2,0.0
266,5,0,2,43,0,999999998650673,53000,0.9749799559964881,0.9556275545180863,2,0.9749799559964881
267,5,0,2,44,0,999999998650722,-1417000,0.636969099300609,1.005995900842231,2,1.005995900842231
268,5,0,2,45,0,999999998650718,-1596000,2.1719260259081965,2.1719260259135083,2,2.1719260259135083
269,5,0,2,46,0,999999998650716,-1537000,2.1432013752510075,0.6261522583316645,2,2.1432013752510075
270,5,0,3,0,0,63149605,-696000,0.6070802290801536,1.4070377324204009,3,1.4070377324204009
271,5,0,3,0,1,0,0,0.0,0.0,3,0.0
272,5,0,3,1,0,999999996512809,0,0.0,0.0,3,0.0
273,5,0,3,2,0,63149603,-1596000,2.1719260259081974,2.1719260259135083,3,2.1719260259135083
274,5,0,3,2,1,0,0,0.0,0.0,3,0.0
275,5,0,3,3,0,63149602,-1596000,0.21124449779227622,2.1951936012310704,3,2.1951936012310704
276,5,0,3,3,1,0,0,0.0,0.0,3,0.0
277,5,0,3,4,0,63149612,-996000,1.1703076769409408,0.9790647471855597,3,1.1703076769409408
278,5,0,3,4,1,0,0,0.0,0.0,3,0.0
279,5,0,3,5,0,999999996512785,0,0.0,0.0,3,0.0
280,5,0,3,6,0,63149610,-996000,0.8994855382256051,0.8994855382256043,3,0.8994855382256051
281,5,0,3,6,1,0,0,0.0,0.0,3,0.0
282,5,0,3,7,0,63149604,-696000,0.6618541182406376,1.328417187475653,3,1.328417187475653
283,5,0,3,7,1,0,0,0.0,0.0,3,0.0
284,5,0,3,8,0,999999996512828,0,0.0,0.0,3,0.0
285,5,0,3,9,0,63149782,0,0.0,0.0,3,0.0
286,5,0,3,10,0,999999996512807,0,0.0,0.0,3,0.0
287,5,0,3,11,0,999999996512773,-1487000,3.299324030064277,0.6653350380117158,3,3.299324030064277
288,5,0,3,12,0,63149608,-1596000,2.1719260259081965,2.1719260259135083,3,2.1719260259135083
289,5,0,3,12,1,0,0,0.0,0.0,3,0.0
290,5,0,3,13,0,999999996512812,0,0.0,0.0,3,0.0
291,5,0,3,14,0,999999996512793,84000,0.6451933446935098,1.4084808970535065,3,1.4084808970535065
292,5,0,3,15,0,999999996512776,-824000,0.9606724021909049,0.7748297032956946,3,0.9606724021909049
293,5,0,3,16,0,999999996512832,0,0.0,0.0,3,0.0
294,5,0,3,17,0,999999996512771,-889000,0.6518661355026384,1.1901420157357863,3,1.1901420157357863
295,5,0,3,18,0,999999996512792,84000,0.6451933446935098,1.4084808970535065,3,1.4084808970535065
296,5,0,3,19,0,63149606,-1596000,0.17484959102631334,2.3830559342867734,3,2.3830559342867734
297,5,0,3,19,1,0,0,0.0,0.0,3,0.0
298,5,0,3,20,0,63149609,-696000,0.6105642188976925,1.4132797493675888,3,1.4132797493675888
299,5,0,3,20,1,0,0,0.0,0.0,3,0.0
300,5,0,3,21,0,999999996512827,263000,0.6828635756273248,1.3235468899999816,3,1.3235468899999816
301,5,0,3,22,0,999999996512838,-882000,0.7012362079681919,2.374679396266076,3,2.374679396266076
302,5,0,3,23,0,999999996512786,0,0.0,0.0,3,0.0
303,5,0,3,24,0,999999996512813,0,0.0,0.0,3,0.0
304,5,0,3,25,0,63149783,0,0.0,0.0,3,0.0
305,5,0,3,25,1,63149784,0,0.0,0.0,3,0.0
306,5,0,3,25,2,63149785,0,0.0,0.0,3,0.0
307,5,0,3,25,3,63149786,0,0.0,0.0,3,0.0
308,5,0,3,25,4,63149787,0,0.0,0.0,3,0.0
309,5,0,3,25,5,63149788,0,0.0,0.0,3,0.0
310,5,0,3,25,6,63149789,0,0.0,0.0,3,0.0
311,5,0,3,25,7,63149790,0,0.0,0.0,3,0.0
312,5,0,3,25,8,0,0,0.0,0.0,3,0.0
313,5,0,3,25,9,0,0,0.0,0.0,3,0.0
314,5,0,3,25,10,0,0,0.0,0.0,3,0.0
315,5,0,3,25,11,0,0,0.0,0.0,3,0.0
316,5,0,3,25,12,0,0,0.0,0.0,3,0.0
317,5,0,3,25,13,0,0,0.0,0.0,3,0.0
318,5,0,3,25,14,0,0,0.0,0.0,3,0.0
319,5,0,3,25,15,0,0,0.0,0.0,3,0.0
320,5,0,3,26,0,63150361,0,0.0,0.0,3,0.0
321,5,0,3,26,1,0,0,0.0,0.0,3,0.0
322,5,0,3,27,0,0,0,0.0,0.0,3,0.0
323,5,0,3,28,0,999999996512815,0,0.0,0.0,3,0.0
324,5,0,3,29,0,999999996512803,0,0.0,0.0,3,0.0
325,5,0,3,30,0,999999996512770,0,0.0,0.0,3,0.0
326,5,0,3,31,0,999999996512800,-696000,0.7708100147352098,1.1563923254326236,3,1.1563923254326236
327,5,0,3,32,0,63149799,0,0.0,0.0,3,0.0
328,5,0,3,32,1,63149800,0,0.0,0.0,3,0.0
329,5,0,3,32,2,63149801,0,0.0,0.0,3,0.0
330,5,0,3,32,3,63149802,0,0.0,0.0,3,0.0
331,5,0,3,32,4,63149803,0,0.0,0.0,3,0.0
332,5,0,3,32,5,63149804,0,0.0,0.0,3,0.0
333,5,0,3,32,6,63149805,0,0.0,0.0,3,0.0
334,5,0,3,32,7,63149806,0,0.0,0.0,3,0.0
335,5,0,3,32,8,0,0,0.0,0.0,3,0.0
336,5,0,3,32,9,0,0,0.0,0.0,3,0.0
337,5,0,3,32,10,0,0,0.0,0.0,3,0.0
338,5,0,3,32,11,0,0,0.0,0.0,3,0.0
339,5,0,3,32,12,0,0,0.0,0.0,3,0.0
340,5,0,3,32,13,0,0,0.0,0.0,3,0.0
341,5,0,3,32,14,0,0,0.0,0.0,3,0.0
342,5,0,3,32,15,0,0,0.0,0.0,3,0.0
343,5,0,3,33,0,0,0,0.0,0.0,3,0.0
344,5,0,3,34,0,999999996512772,-808000,0.971324911748329,1.5246761947119478,3,1.5246761947119478
345,5,0,3,35,0,999999996512833,204000,2.5716998784930145,2.552105272586441,3,2.5716998784930145
346,5,0,3,36,0,999999996512799,-696000,0.7646709243079421,1.4722478754605461,3,1.4722478754605461
347,5,0,3,37,0,63149611,-396000,1.0676354859649035,1.0748414060245821,3,1.0748414060245821
348,5,0,3,37,1,0,0,0.0,0.0,3,0.0
349,5,0,3,38,0,63149607,144000,0.5530080699758588,2.1865516021128344,3,2.1865516021128344
350,5,0,3,38,1,0,0,0.0,0.0,3,0.0
351,5,0,3,39,0,999999996512802,0,0.0,0.0,3,0.0
352,5,0,3,40,0,999999996512823,0,0.0,0.0,3,0.0
353,5,0,3,41,0,999999996512810,0,0.0,0.0,3,0.0
354,5,0,3,42,0,63150359,0,0.0,0.0,3,0.0
355,5,0,3,42,1,0,0,0.0,0.0,3,0.0
356,5,0,3,43,0,999999996512769,-891000,0.7853342630751456,1.9895150559941768,3,1.9895150559941768
357,5,0,3,44,0,999999996512831,-216000,0.7777448566385813,0.9596808215895453,3,0.9596808215895453
358,5,0,3,45,0,999999996512824,0,0.0,0.0,3,0.0
359,5,0,3,46,0,999999996512820,0,0.0,0.0,3,0.0
360,5,0,4,0,0,63149834,-756000,0.6050216218702107,1.3825487613750893,4,1.3825487613750893
361,5,0,4,0,1,0,0,0.0,0.0,4,0.0
362,5,0,4,1,0,999999996512705,0,0.0,0.0,4,0.0
363,5,0,4,2,0,63149832,0,0.0,0.0,4,0.0
364,5,0,4,2,1,0,0,0.0,0.0,4,0.0
365,5,0,4,3,0,63149831,-756000,0.6050216218702107,1.3825487613750893,4,1.3825487613750893
366,5,0,4,3,1,0,0,0.0,0.0,4,0.0
367,5,0,4,4,0,63149841,-1536000,0.42231810235687384,2.481842847627313,4,2.481842847627313
368,5,0,4,4,1,0,0,0.0,0.0,4,0.0
369,5,0,4,5,0,999999996512681,0,0.0,0.0,4,0.0
370,5,0,4,6,0,63149839,-996000,0.8951326678579979,0.8951326678579989,4,0.8951326678579989
371,5,0,4,6,1,0,0,0.0,0.0,4,0.0
372,5,0,4,7,0,63149833,-756000,0.6107102574213594,1.3883970869640785,4,1.3883970869640785
373,5,0,4,7,1,0,0,0.0,0.0,4,0.0
374,5,0,4,8,0,999999996512724,144000,1.9159510029720868,1.9159510029731617,4,1.9159510029731617
375,5,0,4,9,0,63149807,0,0.0,0.0,4,0.0
376,5,0,4,10,0,999999996512703,0,0.0,0.0,4,0.0
377,5,0,4,11,0,999999996512669,-571000,1.3837653252391058,1.1365273118710373,4,1.3837653252391058
378,5,0,4,12,0,63149837,0,0.0,0.0,4,0.0
379,5,0,4,12,1,0,0,0.0,0.0,4,0.0
380,5,0,4,13,0,999999996512708,0,0.0,0.0,4,0.0
381,5,0,4,14,0,999999996512689,0,0.0,0.0,4,0.0
382,5,0,4,15,0,999999996512672,-808000,1.1979848602563639,0.9599533445729859,4,1.1979848602563639
