,index,cmdb_type,digest,start_max,start_min,start_sum,start_mean,start_std,po_max,po_min,po_sum,po_mean,pu_max,pu_min,pu_sum,pu_mean,label
10,5,0,10,143000,-217000,-653000,-81625.0,107281.09980327383,1.448128222541467,0.5906893265420045,6.621709556101601,0.8277136945127002,1.7527187425630648,0.9191696265000282,9.099174909524855,1.1373968636906069,0
11,5,0,11,23000,-157000,-304000,-60800.0,81447.89745598102,0.9605613288762364,0.6412386509541861,4.044037299634991,0.8088074599269982,1.2657419140078663,0.6273416200789714,4.614130315548414,0.9228260631096828,0
12,5,0,12,144000,-217000,-572000,-63555.555555555555,123834.21813152822,0.9393017209269683,0.5086650874804204,6.605615452910735,0.7339572725456373,3.9630817132919773,0.844471626384823,13.233660279902447,1.4704066977669386,0
0,5,1,0,205000,122000,675000,168750.0,35786.69445478305,3.17604536071937,2.0998396857423107,9.910582126577614,2.4776455316444035,3.176045360726388,0.9785366188874715,8.027260052691595,2.006815013172899,1
0,5,2,0,298000,-297000,533000,3416.6666666666665,164544.20177449848,18.205178396511354,0.14997676327820403,302.5796771004625,1.9396133147465544,18.20365934396929,0.4199861534028935,259.2430517498534,1.661814434293932,0
0,6,0,0,210000,-255000,-1088000,-72533.33333333333,134781.7330188166,2.5167234453944176,0.5729241290728637,14.828451940858457,0.9885634627238972,2.5380014094690013,0.7822447626542562,20.274299993677722,1.3516199995785148,0
1,6,0,1,244000,-276000,-1423000,-142300.0,145537.6583568665,1.65576023260111,0.655415234085317,9.11946731951156,0.911946731951156,2.1251230126206253,0.8318285278577155,13.559923155052008,1.3559923155052007,0
2,6,0,2,55000,-217000,-535000,-133750.0,111784.1111249716,2.0995858035976296,0.6269631025074077,5.158000630168379,1.2895001575420948,1.9307670678397504,0.8476392540538287,4.795351522525792,1.198837880631448,0
3,6,0,3,264000,-216000,-279000,-34875.0,184191.09472230193,1.7158953855406955,0.5722318698003688,8.393393039051043,1.0491741298813804,2.5168895512943266,1.0495048755420646,11.530105795163156,1.4412632243953944,0
4,6,0,4,24000,-217000,-460000,-76666.66666666667,89481.22087281155,1.2596604505884121,0.5535919258806131,5.863258048364899,0.9772096747274831,1.1112333657898892,0.6394300493370797,5.679493595214359,0.9465822658690598,0
5,6,0,5,143000,-217000,-759000,-126500.0,123572.8530058281,0.7972121832342112,0.6156296154899045,4.259214295859701,0.7098690493099502,1.8562130470347462,0.9764000905484693,8.125125916552003,1.3541876527586671,0
6,6,0,6,23000,-277000,-1693000,-153909.0909090909,90573.38014053933,1.3273156247976208,0.5852786215041119,9.75120443026217,0.8864731300238337,1.782486846522068,0.6810475159935867,12.47016887689339,1.1336517160812172,0
7,6,0,7,75000,-156000,-743000,-106142.85714285714,78306.04532661497,3.8098755730989424,0.592186529174408,8.24732885288808,1.1781898361268686,2.135986894516846,0.9266542282869081,9.032361782247309,1.2903373974639012,0
8,6,0,8,203000,-156000,356000,71200.0,122003.93436279013,1.9415059759139117,1.0441473123092975,6.265143410922745,1.2530286821845489,1.9792248726337274,0.5839462722034637,4.731331916734339,0.9462663833468679,0
9,6,0,9,83000,-217000,-609000,-67666.66666666667,108598.1379009583,2.7327472910366666,0.5871272080549924,9.583313417975836,1.064812601997315,2.701966059455203,0.619921486972649,10.667119862576058,1.1852355402862287,0
0,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,6,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,6,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,6,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,6,1,5,-183000,-183000,-183000,-183000.0,0.0,4.44572529826382,4.44572529826382,4.44572529826382,4.44572529826382,0.6436366676628064,0.6436366676628064,0.6436366676628064,0.6436366676628064,0
6,6,1,6,208000,208000,208000,208000.0,0.0,1.4272635779821183,1.4272635779821183,1.4272635779821183,1.4272635779821183,1.949568246720345,1.949568246720345,1.949568246720345,1.949568246720345,1
7,6,1,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,6,2,0,297000,-287000,-4973000,-35521.42857142857,156175.88380948405,18.205178396511354,0.37792658218931224,286.9227302167514,2.0494480729767957,18.20365934396929,0.19178822347716343,232.23185277289673,1.6587989483778338,0
0,7,0,0,264000,-156000,354000,44250.0,153233.27804364168,1.1368345234685522,0.5912539622308025,6.670750457347198,0.8338438071683998,1.997756416867605,0.895397590068983,10.538612730695736,1.317326591336967,0
1,7,0,1,263000,263000,263000,263000.0,0.0,0.778033691084103,0.778033691084103,0.778033691084103,0.778033691084103,1.2080752798907768,1.2080752798907768,1.2080752798907768,1.2080752798907768,0
2,7,0,2,293000,-97000,196000,98000.0,195000.0,2.7725592889829778,0.8060509017212887,3.5786101907042664,1.7893050953521332,2.978366895745457,1.1168176436267545,4.0951845393722115,2.0475922696861057,0
3,7,0,3,204000,-164000,95000,11875.0,135252.94590137398,1.7592274425643988,0.5807562856443719,7.186440346252017,0.8983050432815022,3.310383893769999,0.6527557284473524,13.95047533095961,1.7438094163699513,0
4,7,0,4,27000,-36000,-9000,-4500.0,31500.0,2.70180822041606,0.8967711316438726,3.5985793520599323,1.7992896760299661,1.067639718560102,0.9383667811631655,2.0060064997232674,1.0030032498616337,0
5,7,0,5,161000,-217000,-590000,-118000.0,143377.82255286205,1.8117790367791868,0.7181723339614573,6.037771676618158,1.2075543353236315,2.0658955362691565,0.7127756969562318,6.597356323436313,1.3194712646872626,0
6,7,0,6,203000,-97000,1467000,133363.63636363635,113597.5933862179,3.682413982911044,0.6917419130496832,19.61607828404681,1.7832798440042554,2.6339722558919996,1.2038110325372495,19.227051312238345,1.7479137556580313,0
7,7,0,7,175000,24000,199000,99500.0,75500.0,1.029649672248106,0.988726955828501,2.018376628076607,1.0091883140383036,1.6859336504419828,1.1109110732247012,2.796844723666684,1.398422361833342,0
8,7,0,8,263000,-277000,666000,83250.0,220046.44396126922,1.3141213006225338,0.6319039906669424,7.128623953399522,0.8910779941749403,1.460537522132655,1.0820370960887487,9.74774881322159,1.2184686016526987,0
9,7,0,9,263000,-156000,965000,120625.0,133695.49122913607,1.4384770409616492,0.5011647278153653,7.1142881231176265,0.8892860153897033,3.638976353254212,1.2858145183970102,15.82127338167693,1.9776591727096162,0
10,7,0,10,263000,-277000,337000,28083.333333333332,230244.23928129495,1.8296764704366602,0.5036591981695774,11.77249481955799,0.9810412349631658,1.6179611219957704,0.7365371766036025,14.335219802021658,1.1946016501684715,0
11,7,0,11,263000,-217000,1042000,104200.0,172713.52002666148,1.235252403274997,0.564956316449758,10.261659277198463,1.0261659277198463,1.4120287641374156,0.7466047737154333,10.691523664204484,1.0691523664204483,0
12,7,0,12,263000,-277000,358000,29833.333333333332,222111.77116237872,2.3866655567204695,0.559551811544857,14.835483398002989,1.2362902831669158,1.5437999891844716,0.6148213112318228,12.35783581540278,1.029819651283565,0
0,7,1,0,-24000,-24000,-24000,-24000.0,0.0,0.780471947016973,0.780471947016973,0.780471947016973,0.780471947016973,1.249221374707393,1.249221374707393,1.249221374707393,1.249221374707393,1
0,7,2,0,300000,-294000,2063000,13224.358974358975,176349.36092582828,18.205178396558598,0.2876820724714661,334.23679911490694,2.1425435840699163,18.20365934396929,0.1535281668585439,268.0133106140208,1.718034042397569,0
0,8,0,0,144000,-236000,130000,16250.0,139897.06036940162,1.6702044395524949,0.6840086521306966,9.277153458527238,1.1596441823159047,1.4046159029030543,0.6269482878775002,9.11098297881201,1.1388728723515011,0
1,8,0,1,83000,-97000,-323000,-40375.0,60660.814163675714,1.319184796307181,0.602047950128408,7.205036115654088,0.900629514456761,1.9285417561159142,0.9951450547543749,11.625952442290275,1.4532440552862844,0
2,8,0,2,-195000,-195000,-195000,-195000.0,0.0,0.6429885155518172,0.6429885155518172,0.6429885155518172,0.6429885155518172,1.8017901320368395,1.8017901320368395,1.8017901320368395,1.8017901320368395,0
3,8,0,3,145000,-284000,-265000,-44166.666666666664,169074.35905213092,1.4794080558833937,0.6151851345952226,6.42212899802553,1.070354833004255,1.5707064194771225,1.0231448324527734,7.337666561838656,1.2229444269731093,0
4,8,0,4,264000,-216000,219000,24333.333333333332,152449.62738192864,2.972845420349326,0.7118797734548171,14.281065159826952,1.58678501775855,3.066846436386036,1.0232358128620926,16.69632165911735,1.8551468510130387,0
5,8,0,5,-31000,-96000,-523000,-74714.28571428571,27332.420757953285,1.2594068912611578,0.7165768984945431,6.548112107254679,0.9354445867506683,1.2726345137693784,0.9101918863057206,7.399390888554056,1.057055841222008,0
6,8,0,6,84000,-157000,-320000,-45714.28571428572,82074.38139658839,1.113235088784042,0.73235803105368,6.49479092172981,0.92782727453283,1.2611564544454454,0.8464658801599951,7.439843080612505,1.0628347258017865,0
7,8,0,7,203000,23000,725000,90625.0,63182.15234542109,4.575521128133357,0.5518663750945326,19.264867780912006,2.4081084726140007,7.705786063797252,1.042491211044312,23.942569154892034,2.9928211443615043,0
8,8,0,8,143000,-97000,295000,59000.0,104613.57464497616,2.4017209048584203,0.993617618483731,9.508736993139161,1.9017473986278322,2.3988184283022496,0.7454348419442612,8.544966022758764,1.7089932045517529,0
9,8,0,9,23000,-217000,-194000,-97000.0,120000.0,1.290190322934227,1.0055012592831027,2.29569158221733,1.147845791108665,1.098116464060714,1.0262633855500716,2.1243798496107855,1.0621899248053928,0
10,8,0,10,-277000,-277000,-277000,-277000.0,0.0,0.7264370178576091,0.7264370178576091,0.7264370178576091,0.7264370178576091,1.3099784343355094,1.3099784343355094,1.3099784343355094,1.3099784343355094,0
11,8,0,11,190000,-217000,194000,27714.285714285714,163846.3690566905,2.8376320014623317,0.9114616046023991,10.788393296787458,1.5411990423982083,2.0759442201191693,0.7918707397681348,9.312086764799552,1.330298109257079,0
12,8,0,12,23000,-217000,-1018000,-145428.57142857142,81580.55990922128,1.2626455475250968,0.6303271411996005,6.743013355989602,0.9632876222842288,1.307789522490526,0.7305602742395375,6.681799465097696,0.9545427807282423,0
0,8,1,0,225000,127000,1020000,170000.0,34626.57938636157,2.6405461467444074,1.1223935029139684,12.947616419847632,2.1579360699746055,2.5742929389820657,0.6085363821681736,11.94017159660109,1.990028599433515,1
0,8,2,0,299000,-280000,-4997000,-27456.043956043955,147193.58465833182,18.205178396511354,0.04466883237220017,359.84586038464664,1.977175057058498,17.49295471758295,0.19178822347716343,308.43962766446595,1.694723228925637,0
0,9,0,0,186000,-156000,-30000,-3000.0,129641.04288380282,1.6083185505295055,0.6049909816425483,10.413439860451444,1.0413439860451443,1.8384539385696876,0.7317230707206418,13.650266775057169,1.365026677505717,0
1,9,0,1,23000,-97000,-51000,-17000.0,56568.5424949238,0.992142752993237,0.639400554072694,2.623686060059168,0.8745620200197227,1.166556757096261,0.8658645565246935,2.898285870145648,0.9660952900485493,0
2,9,0,2,235000,-277000,-1368000,-97714.28571428571,118324.87274535342,1.8651530012992021,0.5868716259382648,12.449366821196584,0.8892404872283274,2.140024428263718,0.9273575662409586,19.662541986618333,1.4044672847584523,0
3,9,0,3,249000,-229000,-162000,-18000.0,137899.31915068405,7.260158886541725,0.6026980784928108,14.554547063335121,1.6171718959261245,1.928910140538652,0.6065037829899521,12.9868475378716,1.4429830597635112,0
4,9,0,4,264000,-215000,-807000,-80700.0,164675.46872561195,10.245164207442533,0.6049909816425483,17.400250617077106,1.7400250617077107,1.9364649681806891,0.5671204204581372,13.669161423627395,1.3669161423627396,0
5,9,0,5,290000,-96000,744000,93000.0,175256.24097303924,2.7592643657576654,0.6184798366633614,8.964962079748052,1.1206202599685064,1.9310535907163637,0.5419339381149877,11.455576123326477,1.4319470154158096,0
6,9,0,6,-277000,-299000,-1141000,-285250.0,9120.71817347735,1.2302843386554663,0.551920166473023,3.0225261124487823,0.7556315281121956,1.7048975136408786,0.6623509203603688,5.167782777552861,1.2919456943882153,0
7,9,0,7,286000,-157000,325000,40625.0,172759.90384056134,4.733167325843014,0.5966902901731032,12.259519382917247,1.532439922864656,2.817156878513222,0.8570394116731747,11.73180247392007,1.4664753092400087,0
8,9,0,8,263000,-157000,-367000,-40777.77777777778,123630.9721871935,2.390673021290984,0.5356948227090469,8.569580050998967,0.9521755612221074,1.9197787300859799,0.6631734637949563,12.984032236107927,1.4426702484564364,0
9,9,0,9,263000,-277000,-1912000,-159333.33333333334,134249.97413614485,1.271460836937631,0.606484679240938,9.875535526113637,0.8229612938428031,1.7813171075765077,0.7942228618283783,13.168575370723836,1.097381280893653,0
10,9,0,10,143000,-217000,-1030000,-103000.0,127137.72060250255,3.13318190891478,0.6061608434664184,11.203190650886356,1.1203190650886357,2.500207776458387,0.9922012358873182,16.668003068195652,1.6668003068195651,0
11,9,0,11,263000,-157000,-107000,-9727.272727272728,147776.91473611706,2.057605262738799,0.5762584559984018,10.860237795387908,0.9872943450352644,2.219437509970833,0.6385299639765559,13.346877839521316,1.2133525308655742,0
12,9,0,12,235000,-247000,-511000,-56777.77777777778,178687.67151266278,1.6532108449521674,0.6089418849552585,8.643357409267539,0.960373045474171,1.625429330697043,0.6198976947948043,10.306747772357774,1.1451941969286414,0
0,9,1,0,-41000,-41000,-41000,-41000.0,0.0,0.8256933699557255,0.8256933699557255,0.8256933699557255,0.8256933699557255,1.3510403986338733,1.3510403986338733,1.3510403986338733,1.3510403986338733,0
1,9,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,9,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,9,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,9,1,4,206000,206000,206000,206000.0,0.0,1.5725106638030133,1.5725106638030133,1.5725106638030133,1.5725106638030133,1.6564525337787583,1.6564525337787583,1.6564525337787583,1.6564525337787583,0
5,9,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,9,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,9,1,7,127000,127000,127000,127000.0,0.0,2.9932709972667104,2.9932709972667104,2.9932709972667104,2.9932709972667104,3.186129679012569,3.186129679012569,3.186129679012569,3.186129679012569,0
0,9,2,0,292000,-298000,4696000,24978.72340425532,186704.65234396528,18.205178396511354,0.002076341828619971,433.5330770702657,2.3060270056929024,37.177005204416886,0.02146036481327981,307.7590873029637,1.6370164218242749,0
0,10,0,0,264000,-216000,32000,4000.0,161529.40908701424,1.5121094549143592,0.5592472424193565,8.057373731723557,1.0071717164654446,1.7605299538580288,0.7844998057737129,10.800829786021035,1.3501037232526294,0
1,10,0,1,160000,-277000,-1224000,-153000.0,171604.9241717731,3.394225841008136,0.6488546968246486,8.721439240659084,1.0901799050823855,3.575338618301445,0.9192015540417336,11.521094512580735,1.4401368140725919,0
2,10,0,2,113000,23000,468000,78000.0,26925.824035672522,1.5997181382585806,0.9128691662469792,6.6778916672418855,1.1129819445403142,1.0801938423298538,0.8188473089608921,5.765486153548229,0.9609143589247049,0
3,10,0,3,204000,-156000,36000,9000.0,129903.8105676658,1.032786269674569,0.7020169564311015,3.7561214684378945,0.9390303671094736,1.1056393034576495,0.9684119158580241,4.108075697986995,1.0270189244967487,0
4,10,0,4,264000,-216000,-72000,-10285.714285714286,142914.2742902834,2.972931233805164,0.5861945558415729,8.737033053194683,1.2481475790278118,2.972931233813352,0.757959212345848,11.113740477041889,1.587677211005984,0
5,10,0,5,281000,-77000,996000,199200.0,138256.86239749548,3.0220666805152514,0.8214706958497485,8.774391169266114,1.7548782338532227,2.8163314479240174,0.7467702394175287,7.632134073959245,1.526426814791849,0
6,10,0,6,237000,-97000,947000,118375.0,98988.55678814597,2.4746908534681964,0.9204585040983234,12.532264527902615,1.566533065987827,2.839396698038121,0.931262133138585,15.08572609550512,1.88571576193814,0
7,10,0,7,58000,23000,236000,47200.0,12890.306435457614,2.0610573968698307,1.1310259131523712,8.730812513471536,1.746162502694307,2.1185312710505064,1.171542080089444,8.652912372534429,1.7305824745068858,1
8,10,0,8,263000,-97000,-18000,-2571.4285714285716,127606.37819130374,1.515893655590312,0.6026837834373063,7.006819933008483,1.000974276144069,1.9254701040708697,0.7703525652841862,9.556988549883163,1.3652840785547375,0
9,10,0,9,143000,-217000,64000,8000.0,93674.96997597597,1.0788855784635039,0.8527086578368033,7.379287869448845,0.9224109836811056,1.0523613292109564,0.8947557683952626,7.526758902377984,0.940844862797248,0
10,10,0,10,204000,-217000,500000,55555.555555555555,106711.56462488664,1.298667522590059,0.588851821168924,8.160565164659806,0.9067294627399785,1.484496035657285,0.8828417042989952,9.937715682392371,1.10419063137693,0
11,10,0,11,83000,-97000,32000,6400.0,69787.10482603502,1.4134593338158525,0.6334399731428865,5.405633301680062,1.0811266603360123,1.968223599694931,0.9100374382666091,7.602444496231431,1.5204888992462862,0
12,10,0,12,143000,-157000,101000,16833.333333333332,124510.26285232698,1.9327296035445762,0.5870073642393374,6.036096425488631,1.0060160709147719,2.1601136304012543,1.0096591540259754,9.000833977422914,1.5001389962371523,0
0,10,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,10,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,10,1,3,-143000,-143000,-143000,-143000.0,0.0,0.5660928578022196,0.5660928578022196,0.5660928578022196,0.5660928578022196,1.0380721697240891,1.0380721697240891,1.0380721697240891,1.0380721697240891,0
4,10,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,10,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,10,1,6,267000,267000,267000,267000.0,0.0,1.1653092506847542,1.1653092506847542,1.1653092506847542,1.1653092506847542,1.0643910769384155,1.0643910769384155,1.0643910769384155,1.0643910769384155,0
7,10,1,7,10000,10000,10000,10000.0,0.0,0.5939903883941338,0.5939903883941338,0.5939903883941338,0.5939903883941338,2.156505432662782,2.156505432662782,2.156505432662782,2.156505432662782,0
0,10,2,0,286000,-300000,-2134000,-11725.274725274725,142647.7692236544,18.205178395661815,0.17895708373863917,315.3049793033745,1.7324449412273326,7.5565259478188835,0.19393352242436798,336.81322916366435,1.850622138261892,0
1,10,2,1,182000,-186000,-397000,-33083.333333333336,90468.64865183346,1.4552241448952385,0.6102054644128209,11.815438029682927,0.9846198358069106,1.9590767124646922,0.9770800023242993,14.67817420892396,1.2231811840769966,0
0,11,0,0,145000,-299000,-234000,-39000.0,164924.22502470642,1.4232734947611605,0.6551095801899006,6.100495027218872,1.0167491712031453,1.4582125875896397,0.766632135813097,6.840443228531979,1.1400738714219965,0
1,11,0,1,282000,-36000,666000,95142.85714285714,121381.83974717207,2.9729312338051646,0.5902876933614066,9.634700383157988,1.3763857690225696,2.9729312338133522,0.6894676051122727,8.665689411889312,1.2379556302699017,0
2,11,0,2,204000,-216000,392000,39200.0,140484.73226653493,1.286910784890092,0.5745444310402553,9.97590807715544,0.997590807715544,1.2818013398558752,0.7504646437514005,9.73920155280718,0.973920155280718,0
3,11,0,3,205000,-275000,415000,41500.0,142805.6371436366,1.9632261823331338,0.5714624745527014,8.899375108316198,0.8899375108316198,2.0686719433129457,0.7913124879281371,12.601111240318351,1.2601111240318352,0
4,11,0,4,273000,-275000,-50000,-7142.857142857143,179459.84713772012,1.9849639049265126,0.6258439985627037,7.487222526883633,1.0696032181262332,2.145402557600632,0.8041104949070356,8.51682163334561,1.2166888047636586,0
5,11,0,5,265000,-257000,436000,48444.444444444445,147118.32812105978,1.2089410375469636,0.6231673833563772,8.777350022557929,0.9752611136175476,2.1223807587203347,0.9090368535023929,11.606443018974808,1.2896047798860897,0
6,11,0,6,144000,-216000,521000,57888.88888888889,132504.46067497286,2.2158999972789135,0.6470245002640737,8.74658004482612,0.9718422272029021,5.932069401331089,0.6015728049752721,16.436266260358785,1.8262518067065316,0
7,11,0,7,264000,-195000,-221000,-20090.909090909092,139271.77782728832,3.701784073004174,0.5340327452250683,14.959448431578608,1.359949857416237,2.792445129521244,0.91638754446747,16.82072968903197,1.529157244457452,0
8,11,0,8,264000,-216000,441000,49000.0,159144.2392576272,3.3455049670601955,0.5189664454028615,10.966328581352561,1.2184809534836178,3.5142227232740377,0.5724452270937085,12.175492886393478,1.3528325429326087,0
9,11,0,9,265000,-216000,-455000,-28437.5,132402.30773574152,1.7667931421542054,0.5721415072001449,16.667414542846394,1.0417134089278997,2.071861353094427,0.5400020128579892,17.717020071685866,1.1073137544803666,0
10,11,0,10,144000,-96000,216000,24000.0,98116.71054865675,0.9712922472519029,0.49946194752357154,5.722044753665721,0.6357827504073024,1.6696723655814685,0.9342483791964058,10.771139905163936,1.196793322795993,0
11,11,0,11,250000,-276000,826000,75090.90909090909,138373.96927132222,1.325080944006175,0.5653761243146398,10.388427478971765,0.9444024980883423,2.7490833881652765,0.8240027128117878,12.597225508612343,1.1452023189647584,0
12,11,0,12,186000,-36000,912000,70153.84615384616,63865.05744247144,1.7386627431263628,0.7960839292714621,13.211664436765709,1.0162818797512083,1.7788390995116083,0.7259229623900038,13.639206786983896,1.049169752844915,0
0,11,1,0,192000,170000,362000,181000.0,11000.0,2.647247797627276,1.4412268764131673,4.088474674040443,2.0442373370202214,2.647247797634294,1.3976224111442503,4.044870208778544,2.022435104389272,1
